cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00407,2023-09-19,Account Management,I feel like loyal customers are not being valued the way they should be.,3,14,0,1
C00407,2024-10-11,Service Quality,I was on hold for about 20 minutes which felt long.,2,5,1,0
C00407,2022-08-06,Account Management,Could you send me a copy of last month's bill?,1,2,0,1
C00407,2023-04-08,Meter Reading,Can you confirm my direct debit amount?,1,6,0,1
C00408,2024-10-20,Service Quality,My meter reading submission didn't go through on the first try.,2,11,1,1
C00408,2023-05-19,Meter Reading,I would like to know my current contract end date.,1,6,0,1
C00408,2023-12-04,Billing,I need to change my contact phone number on the account.,1,7,0,1
C00408,2023-11-22,Billing,My bill was slightly higher than I expected this month.,2,13,0,0
C00408,2023-11-01,Technical,The technician did not show up at the agreed time without any notice.,3,14,0,0
C00408,2024-06-08,Account Management,My bill has errors and I have had to call twice about the same issue.,3,14,0,0
C00409,2024-12-10,Outage,The website was slow when I tried to log in yesterday.,2,14,1,1
C00410,2022-12-12,Service Quality,Quick question about the new tariff letter I received.,1,3,0,1
C00411,2023-05-01,Account Management,The technician arrived a bit late but did a good job.,2,3,0,0
C00411,2023-12-04,Billing,My power has been out for two days and nobody has given me an update.,4,16,1,0
C00413,2024-02-27,Account Management,Could you send me a copy of last month's bill?,1,1,1,1
C00413,2022-11-14,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,18,1,1
C00413,2022-03-07,Billing,The website was slow when I tried to log in yesterday.,2,4,0,1
C00413,2023-09-21,Service Quality,I was treated rudely on my last call and I want this addressed.,4,21,1,1
C00414,2022-09-14,Billing,My bill has errors and I have had to call twice about the same issue.,3,9,1,1
C00416,2022-06-03,Outage,The website was slow when I tried to log in yesterday.,2,14,1,0
C00418,2023-05-07,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,17,0,1
C00418,2023-04-18,Technical,I have been waiting over a week for someone to call me back.,3,10,1,1
C00418,2022-02-27,Billing,Can you confirm my direct debit amount?,1,6,0,1
C00418,2022-07-11,Outage,The email confirmation for my account change took two days to arrive.,2,11,0,0
C00418,2023-10-27,Account Management,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00418,2022-01-24,Meter Reading,I was treated rudely on my last call and I want this addressed.,4,7,1,0
C00419,2023-01-18,Technical,I am switching providers immediately. I cannot tolerate this incompetence.,5,7,1,0
C00419,2022-12-08,Outage,I have escalated this complaint twice and it is still not resolved.,4,13,1,0
C00419,2024-09-02,Account Management,Quick question about the new tariff letter I received.,1,3,0,1
C00420,2024-08-02,Technical,I have escalated this complaint twice and it is still not resolved.,4,4,1,0
C00421,2024-10-28,Account Management,I am not satisfied with how my previous complaint was handled.,3,8,1,1
C00423,2023-11-24,Outage,The technician did not show up at the agreed time without any notice.,3,19,0,1
C00424,2024-10-14,Technical,I was on hold for about 20 minutes which felt long.,2,5,0,1
C00424,2024-10-01,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,18,0,0
C00425,2023-09-03,Account Management,I have been waiting over a week for someone to call me back.,3,1,0,0
C00427,2023-06-21,Technical,I would like to check my current balance please.,1,7,0,1
C00427,2024-04-08,Technical,I have been waiting over a week for someone to call me back.,3,4,0,1
C00428,2022-02-25,Service Quality,Calling to update my billing address.,1,5,0,1
C00428,2023-09-05,Meter Reading,The customer service agent I spoke to was not very helpful.,3,5,0,1
C00429,2023-08-20,Billing,I feel like loyal customers are not being valued the way they should be.,3,5,0,1
C00429,2024-07-28,Technical,Can you confirm my direct debit amount?,1,8,0,1
C00429,2024-09-06,Outage,"Everything is fine, just updating my details.",1,1,0,1
C00429,2023-02-28,Technical,My power has been out for two days and nobody has given me an update.,4,13,1,1
C00429,2023-04-08,Outage,My meter reading submission didn't go through on the first try.,2,12,0,0
C00430,2022-10-14,Service Quality,"Everything is fine, just updating my details.",1,8,0,1
C00430,2023-09-21,Meter Reading,Can you confirm my direct debit amount?,1,6,0,1
C00431,2024-07-20,Technical,I feel like loyal customers are not being valued the way they should be.,3,16,1,0
C00433,2023-02-05,Outage,The website was slow when I tried to log in yesterday.,2,7,0,1
C00434,2022-04-10,Account Management,The level of service I am receiving is completely unacceptable.,4,23,0,0
C00435,2022-01-18,Billing,The customer service agent I spoke to was not very helpful.,3,8,0,1
C00435,2022-11-24,Billing,I was treated rudely on my last call and I want this addressed.,4,11,1,1
C00436,2024-10-13,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,1,1,0
C00436,2023-11-10,Billing,The rate increase was not communicated clearly and came as a surprise.,3,5,0,0
C00437,2024-10-26,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,24,1,1
C00437,2022-05-11,Billing,The technician arrived a bit late but did a good job.,2,11,0,1
C00437,2023-10-08,Meter Reading,I would like to know my current contract end date.,1,4,0,1
C00437,2024-09-12,Billing,Can you confirm my direct debit amount?,1,6,1,0
C00439,2022-10-18,Service Quality,I am switching providers immediately. I cannot tolerate this incompetence.,5,13,1,0
C00440,2024-07-26,Outage,Just checking when my next meter read is scheduled.,1,4,0,1
C00442,2023-02-01,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,1,0,0
C00442,2024-08-20,Service Quality,I took a day off work for the technician and nobody came.,4,2,0,0
C00442,2024-06-14,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,4,0,1
C00442,2022-09-28,Technical,The online chat bot could not help me and I had to call anyway.,3,11,0,0
C00443,2024-10-13,Meter Reading,I was on hold for about 20 minutes which felt long.,2,8,0,0
C00444,2022-05-01,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,10,1,1
C00444,2024-12-21,Meter Reading,The customer service agent I spoke to was not very helpful.,3,18,0,1
C00445,2024-08-09,Meter Reading,My bill was slightly higher than I expected this month.,2,10,0,0
C00446,2024-02-06,Meter Reading,I would like to check my current balance please.,1,9,0,1
C00446,2024-03-21,Service Quality,The email confirmation for my account change took two days to arrive.,2,7,0,1
C00446,2024-09-01,Billing,I have been waiting over a week for someone to call me back.,3,1,0,0
C00446,2024-09-09,Outage,Can you confirm my direct debit amount?,1,4,0,1
C00447,2024-09-17,Technical,I had trouble navigating the new online portal at first.,2,10,0,1
C00448,2023-12-24,Billing,"There was a small discrepancy on my statement, now resolved.",2,14,1,1
C00448,2024-06-17,Technical,The technician did not show up at the agreed time without any notice.,3,5,0,1
C00449,2024-06-04,Account Management,The worst customer experience I have ever had in my life.,5,5,0,1
C00449,2023-12-05,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,12,0,1
C00450,2024-10-02,Technical,I have been waiting over a week for someone to call me back.,3,2,1,1
C00451,2024-03-26,Billing,The email confirmation for my account change took two days to arrive.,2,14,1,0
C00451,2024-09-23,Meter Reading,I would like to know my current contract end date.,1,7,0,1
C00452,2024-09-09,Service Quality,My bill was slightly higher than I expected this month.,2,9,0,1
C00452,2024-08-16,Outage,The website was slow when I tried to log in yesterday.,2,10,0,1
C00453,2024-07-18,Account Management,The online chat bot could not help me and I had to call anyway.,3,5,0,0
C00453,2024-11-08,Billing,The online chat bot could not help me and I had to call anyway.,3,14,0,1
C00453,2022-02-21,Outage,"Everything is fine, just updating my details.",1,1,0,1
C00453,2022-03-14,Service Quality,I took a day off work for the technician and nobody came.,4,12,0,0
C00454,2023-03-18,Billing,I have been waiting over a week for someone to call me back.,3,9,1,0
C00454,2023-06-18,Outage,I have been waiting over a week for someone to call me back.,3,8,0,0
C00454,2024-02-14,Technical,Nobody in your company seems to take responsibility for anything.,4,7,1,0
C00454,2022-05-12,Outage,Can you confirm my direct debit amount?,1,2,0,1
C00455,2023-05-01,Service Quality,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00455,2024-07-01,Billing,I am not satisfied with how my previous complaint was handled.,3,2,0,0
C00456,2024-03-24,Billing,My bill was slightly higher than I expected this month.,2,11,0,0
C00457,2023-01-14,Meter Reading,I am switching providers immediately. I cannot tolerate this incompetence.,5,10,1,0
C00457,2023-11-14,Outage,My meter reading submission didn't go through on the first try.,2,14,1,0
C00457,2024-04-27,Meter Reading,I am very unhappy with the service. My complaint from last month is still open.,4,2,0,1
C00458,2023-04-18,Billing,Quick question about the new tariff letter I received.,1,9,0,1
C00459,2022-01-25,Outage,The level of service I am receiving is completely unacceptable.,4,20,0,1
C00459,2024-08-02,Outage,I took a day off work for the technician and nobody came.,4,19,0,0
C00459,2023-06-01,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,18,0,0
C00459,2023-03-11,Billing,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00461,2022-08-02,Billing,I have been trying to get this resolved for two weeks now.,3,10,0,1
C00462,2022-05-01,Service Quality,I would like to know my current contract end date.,1,5,0,1
C00462,2023-09-09,Technical,Can you confirm my direct debit amount?,1,3,0,1
C00463,2023-04-11,Outage,I am considering switching providers if this is not fixed immediately.,4,14,0,1
C00463,2022-02-03,Technical,Calling to update my billing address.,1,7,0,0
C00463,2024-12-02,Billing,The technician arrived a bit late but did a good job.,2,9,1,1
C00463,2022-12-22,Billing,I was treated rudely on my last call and I want this addressed.,4,12,0,0
C00464,2023-02-25,Outage,I am not satisfied with how my previous complaint was handled.,3,3,0,1
C00464,2024-02-01,Meter Reading,"Everything is fine, just updating my details.",1,3,0,0
C00464,2024-05-13,Billing,I have been waiting over a week for someone to call me back.,3,17,0,1
C00465,2023-08-13,Billing,My power has been out for two days and nobody has given me an update.,4,18,0,0
C00465,2023-10-05,Billing,My bill has errors and I have had to call twice about the same issue.,3,1,0,1
C00465,2024-01-23,Outage,I waited longer than usual for a callback but it came eventually.,2,8,0,0
C00465,2024-01-23,Service Quality,I waited longer than usual for a callback but it came eventually.,2,3,1,1
C00466,2023-01-17,Service Quality,My bill was slightly higher than I expected this month.,2,7,0,1
C00466,2024-03-12,Meter Reading,Can you confirm my direct debit amount?,1,9,0,1
C00466,2023-04-23,Service Quality,I am not satisfied with how my previous complaint was handled.,3,17,0,0
C00467,2024-11-25,Meter Reading,Could you send me a copy of last month's bill?,1,8,0,1
C00468,2024-11-25,Outage,The level of service I am receiving is completely unacceptable.,4,1,0,1
C00468,2024-05-10,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,12,1,1
C00468,2022-04-01,Billing,My bill has errors and I have had to call twice about the same issue.,3,4,0,0
C00469,2023-11-05,Meter Reading,I have escalated this complaint twice and it is still not resolved.,4,9,1,0
C00469,2023-02-15,Outage,My power has been out for two days and nobody has given me an update.,4,10,1,0
C00469,2024-09-27,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,15,0,0
C00470,2022-11-04,Account Management,I want a formal complaint registered. This has gone on too long.,4,20,1,1
